,Age,workclass,People,Education,EduNum,Marriage,WorkType,Family,Race,Sex,capitalgain,capitalloss,hours,Country,Income
4769,26,0,109193,5,10,0,6,0,0,1,0,0,40,0,0
4770,18,2,130849,2,7,0,4,3,0,1,0,0,8,0,0
4771,34,4,43959,1,9,1,4,1,0,0,0,0,50,0,0
4772,66,4,222810,5,10,2,4,5,0,1,7896,0,40,4,1
4773,44,1,27242,5,10,0,8,3,0,0,0,0,60,0,0
4774,30,2,53158,6,12,0,10,0,0,1,0,0,40,0,0
4775,36,1,206520,0,13,0,6,3,0,0,0,0,40,0,0
4776,31,2,164190,5,10,1,3,1,0,0,0,0,50,0,1
4777,22,2,287988,5,10,0,5,0,0,0,0,0,20,0,0
4778,28,5,200819,8,4,2,11,3,0,0,0,0,84,0,0
4779,23,2,83891,1,9,0,5,3,2,0,0,0,40,0,0
4780,49,2,65087,3,14,1,1,1,0,0,15024,0,50,0,1
4781,39,1,363418,0,13,4,6,3,0,0,0,0,35,0,0
4782,67,5,182378,0,13,1,11,1,0,0,9386,0,60,0,1
4783,19,2,278870,5,10,0,2,3,0,0,0,0,16,0,0
4784,30,2,174789,6,12,1,1,1,0,0,0,1848,50,0,1
4785,25,2,228608,5,10,0,6,5,2,1,0,0,40,17,0
4786,24,2,184400,1,9,0,7,3,2,0,0,0,30,4,0
4787,46,2,263568,1,9,1,9,1,0,0,0,0,40,0,0
4788,37,2,117381,3,14,1,3,1,0,0,0,0,45,0,0
4789,41,3,83411,1,9,1,4,1,0,0,0,0,40,0,0
4790,40,1,49156,5,10,1,3,1,0,0,0,0,20,0,0
4791,44,2,421449,1,9,2,0,4,0,1,0,0,40,0,0
4792,32,2,238944,1,9,1,9,1,0,0,0,0,40,0,0
4793,58,2,188982,1,9,1,2,1,1,0,0,0,20,0,1
4794,48,2,175925,1,9,1,9,1,0,0,0,0,48,0,0
4795,34,2,164190,0,13,1,1,1,0,0,0,0,40,0,0
4796,29,2,232914,7,11,0,0,3,1,1,0,0,40,0,0
4797,46,6,120121,0,13,1,5,1,0,0,0,0,50,0,1
4798,36,4,180805,1,9,0,7,0,2,0,0,0,40,0,0
4799,59,4,161944,0,13,0,0,0,0,0,0,0,38,0,0
4800,29,2,319149,15,8,1,7,1,0,0,0,0,40,5,0
4801,50,5,22428,3,14,0,11,0,0,0,0,0,40,0,0
4802,25,2,290528,1,9,1,9,1,0,0,0,0,40,0,0
4803,27,2,123984,6,12,0,4,0,2,1,0,0,35,13,0
4804,48,2,34186,1,9,1,8,1,0,0,0,0,70,0,0
4805,51,3,282680,9,16,0,3,0,0,1,0,1564,70,0,1
4806,36,2,183892,1,9,2,7,0,0,0,8614,0,45,0,1
4807,42,4,195124,2,7,2,5,4,0,0,7430,0,50,7,1
4808,49,0,55938,0,13,1,0,1,0,0,0,0,40,0,1
4809,33,2,209900,5,10,0,10,3,0,0,0,0,20,0,0
4810,40,2,179717,0,13,2,5,0,0,0,0,1564,60,0,1
4811,26,2,150361,0,13,0,3,0,0,1,0,0,40,0,0
4812,69,5,164102,1,9,2,11,0,0,1,0,0,40,0,1
4813,59,2,252714,1,9,1,9,1,0,0,0,0,30,14,0
4814,30,2,205204,1,9,0,0,3,0,1,0,0,40,0,0
4815,31,4,168906,6,12,1,0,2,0,1,0,0,35,0,0
4816,30,2,112115,0,13,1,1,1,0,0,0,0,50,0,1
4817,27,2,116531,0,13,0,1,0,0,1,0,0,40,0,0
4818,20,5,202994,5,10,0,11,3,0,1,0,0,16,0,0
4819,56,2,191917,6,12,2,0,4,0,1,4101,0,40,0,0
4820,24,2,341294,1,9,1,9,1,0,0,0,0,40,0,0
4821,47,2,216734,0,13,2,5,4,0,1,0,0,50,0,0
4822,51,2,182187,0,13,0,3,0,1,0,0,0,35,0,0
4823,34,2,424988,1,9,1,6,1,0,0,0,0,45,0,0
4824,47,2,379118,1,9,2,4,4,1,0,0,0,9,0,0
4825,47,2,168232,5,10,1,0,1,0,0,0,0,44,0,1
4826,20,2,147171,5,10,0,0,4,2,1,0,0,40,37,0
4827,34,6,207668,1,9,1,6,1,0,0,0,0,54,4,1
4828,31,2,193650,2,7,2,4,0,0,1,0,0,40,0,0
4829,42,2,200187,7,11,2,4,4,0,1,0,0,32,0,0
4830,52,2,188644,11,3,3,6,5,0,0,0,0,40,5,0
4831,56,2,398067,1,9,6,0,0,0,1,0,0,40,0,0
4832,53,2,29658,1,9,1,6,1,0,0,0,0,40,0,1
4833,26,2,154966,5,10,1,5,1,0,0,0,0,50,0,1
4834,81,2,364099,5,10,2,0,0,0,1,0,0,20,0,0
4835,28,5,291374,12,6,0,11,4,1,1,0,0,40,0,0
4836,57,3,97837,5,10,2,3,0,0,0,0,0,48,0,1
4837,34,2,117983,1,9,0,0,0,0,1,0,0,40,0,0
4838,31,5,345497,12,6,1,11,1,0,0,0,0,40,0,0
4839,24,2,64167,7,11,0,10,4,1,1,0,0,40,0,0
4840,20,2,315877,1,9,0,4,4,0,0,0,2001,40,0,0
4841,68,3,232151,5,10,2,0,5,1,1,2346,0,40,0,0
4842,60,2,225526,1,9,4,5,0,0,1,0,0,32,0,0
4843,37,3,289653,5,10,1,6,1,0,0,0,0,40,0,0
4844,25,2,179462,8,4,0,2,4,0,0,0,0,40,0,0
4845,36,3,67317,1,9,1,0,1,0,0,0,0,40,0,0
4846,45,2,77764,6,12,1,6,1,0,0,0,0,40,0,0
4847,34,2,253438,5,10,1,1,1,0,0,0,0,60,0,1
4848,31,2,150309,0,13,4,1,0,0,1,0,0,70,0,0
4849,47,1,83064,0,13,1,8,1,0,0,0,0,60,0,0
4850,60,1,376973,1,9,1,6,1,0,0,0,0,42,0,1
4851,75,2,311184,0,13,1,1,1,0,0,0,0,24,0,0
4852,43,4,159449,5,10,1,12,1,0,0,0,0,40,0,0
4853,18,2,168288,1,9,0,2,3,0,0,0,0,40,0,0
4854,25,2,74883,0,13,0,10,0,2,1,0,1092,40,13,0
4855,20,2,275190,1,9,0,0,3,0,1,0,0,40,0,0
4856,32,2,189838,1,9,0,5,0,0,1,0,0,50,0,0
4857,57,6,101338,0,13,1,1,1,0,0,0,0,20,0,0
4858,43,2,331894,5,10,1,7,1,0,0,0,0,60,0,1
4859,18,1,40293,1,9,0,8,5,0,0,0,0,40,0,0
4860,41,4,88904,0,13,4,3,4,1,1,0,0,40,0,0
4861,48,2,145041,1,9,0,9,5,0,0,0,0,40,24,0
4862,35,2,46385,1,9,1,7,1,0,0,5178,0,90,0,1
4863,41,0,363591,7,11,1,1,1,0,0,0,0,40,0,0
4864,23,2,183327,1,9,0,6,3,1,1,0,1594,20,0,0
4865,32,0,182556,0,13,1,12,1,0,0,0,1887,45,0,1
4866,33,2,267859,1,9,0,6,3,0,0,0,0,40,25,0
4867,58,2,190747,1,9,1,9,1,0,0,0,0,40,0,0
4868,22,2,162869,5,10,0,5,5,0,0,0,0,65,0,0
4869,33,2,141229,5,10,2,4,0,0,1,0,0,50,0,0
4870,42,1,174216,10,15,1,3,1,0,0,0,0,38,0,1
4871,25,2,366416,1,9,0,0,3,0,1,0,0,40,0,0
4872,39,2,172538,1,9,1,3,1,0,0,0,0,50,0,1
4873,35,2,193026,0,13,1,5,1,0,0,0,0,45,0,1
4874,50,2,184424,5,10,1,0,2,0,1,0,1902,38,0,1
4875,49,4,337768,3,14,1,1,1,0,0,0,0,50,0,1
4876,25,4,179059,0,13,0,3,3,0,0,0,0,40,0,0
4877,47,3,99549,5,10,2,0,4,1,1,0,0,40,0,0
4878,46,2,72619,5,10,1,1,2,0,1,0,0,40,0,1
4879,42,0,55764,6,12,2,3,0,1,0,0,0,40,0,0
4880,37,2,30267,2,7,0,7,0,0,0,0,0,60,0,1
4881,25,2,308144,0,13,0,6,0,0,0,0,0,40,5,0
4882,29,2,206351,12,6,1,6,1,0,0,5013,0,40,0,0
4883,26,2,282304,5,10,0,5,0,0,0,0,0,45,0,0
4884,26,5,176077,5,10,0,11,4,0,1,0,0,40,0,0
4885,45,6,142719,0,13,1,1,1,0,0,0,0,40,0,1
4886,34,2,114973,1,9,4,1,4,0,1,0,0,30,0,0
4887,33,3,159548,6,12,0,0,4,1,1,0,0,40,0,0
4888,43,2,91209,0,13,1,1,1,0,0,0,0,40,0,1
4889,28,2,196564,1,9,1,6,1,0,0,0,0,45,0,0
4890,51,1,149220,5,10,1,8,1,0,0,0,0,75,0,0
4891,21,2,169699,5,10,0,4,0,0,1,0,0,35,0,0
4892,23,2,218215,6,12,0,4,3,0,1,0,0,35,0,0
4893,30,2,156718,1,9,0,10,0,0,1,0,0,40,0,0
4894,46,2,55720,3,14,1,1,1,0,0,0,0,45,0,1
4895,38,6,257250,1,9,0,8,0,0,0,0,0,50,0,0
4896,20,2,194630,1,9,0,5,0,0,0,0,0,40,0,0
4897,36,2,398931,0,13,1,3,1,0,0,0,1485,50,0,1
4898,37,1,362062,10,15,1,3,1,0,0,99999,0,50,0,1
4899,44,4,101593,3,14,0,3,0,0,0,0,1876,42,0,0
4900,33,2,196266,1,9,1,6,1,0,0,0,0,40,0,1
4901,45,4,197332,0,13,0,1,0,0,0,0,0,40,0,0
4902,47,2,97842,5,10,1,6,1,0,0,0,0,40,0,0
4903,54,2,86837,1,9,1,6,1,2,0,0,1902,40,0,1
4904,17,2,57324,12,6,0,4,3,0,0,0,0,30,0,0
4905,43,2,116852,1,9,1,1,2,0,1,0,0,36,23,1
4906,45,2,154430,0,13,6,3,0,0,1,10520,0,50,0,1
4907,37,2,38468,5,10,0,0,0,0,1,0,0,40,0,0
4908,44,4,188808,7,11,1,6,1,0,0,0,0,40,0,1
4909,55,4,177163,3,14,6,3,4,0,1,914,0,50,0,0
4910,41,2,187322,1,9,1,9,1,0,0,0,0,48,0,0
4911,23,2,107578,0,13,0,0,3,0,1,2174,0,40,0,0
4912,38,2,168680,5,10,0,0,3,1,1,0,0,40,0,0
4913,23,2,256755,0,13,0,2,5,0,1,0,0,40,1,0
4914,35,2,360799,1,9,1,6,1,0,0,7298,0,40,0,1
4915,18,2,188476,2,7,0,1,3,0,0,0,0,20,0,0
4916,47,2,30457,7,11,1,4,1,0,0,0,0,40,0,0
4917,25,2,252752,5,10,0,3,0,0,1,0,0,8,0,0
4918,41,1,443508,1,9,1,1,1,0,0,0,0,50,0,0
4919,23,2,244408,5,10,0,0,5,2,1,0,0,24,37,0
4920,41,2,178983,1,9,1,0,2,0,1,0,0,40,0,0
4921,26,2,143068,5,10,1,1,1,0,0,2407,0,50,0,0
4922,30,4,247328,5,10,0,0,0,0,0,0,0,40,0,0
4923,42,2,201732,5,10,1,5,1,0,0,0,0,40,0,1
4924,35,2,246829,1,9,2,1,4,0,1,0,0,40,0,0
4925,28,5,290267,0,13,0,11,0,0,0,0,0,18,0,0
4926,29,2,119170,5,10,4,10,4,0,1,0,0,40,0,0
4927,21,2,207923,5,10,3,0,3,0,1,0,0,15,0,0
4928,48,0,170142,3,14,2,3,0,0,0,0,0,40,0,1
4929,44,1,187164,1,9,2,7,4,0,0,0,0,60,0,0
4930,34,4,303867,4,5,0,4,3,0,0,0,0,40,0,0
4931,19,2,291429,1,9,0,4,3,0,1,0,0,25,0,0
4932,32,2,213179,5,10,2,6,3,0,0,0,0,40,0,1
4933,31,0,111843,6,12,4,4,4,1,1,0,0,40,0,0
4934,25,2,297154,1,9,1,2,1,0,0,2407,0,40,0,0
4935,47,3,68493,1,9,1,0,1,1,0,0,0,40,0,1
4936,46,3,340718,2,7,6,0,0,0,1,0,0,40,0,0
4937,18,2,194059,15,8,0,0,3,0,0,0,0,40,0,0
4938,31,2,47296,5,10,1,0,2,0,1,0,1740,20,0,0
4939,28,0,286310,1,9,1,0,3,0,1,0,0,40,0,0
4940,38,2,207202,1,9,1,9,1,0,0,0,0,48,0,1
4941,33,6,132601,1,9,1,6,1,0,0,0,0,40,0,1
4942,17,5,139183,12,6,0,11,3,0,1,0,0,15,0,0
4943,41,2,160785,7,11,1,1,1,0,0,0,0,40,0,1
4944,46,2,117849,5,10,1,5,1,0,0,15024,0,40,0,1
4945,38,4,225605,5,10,1,3,1,0,0,0,0,44,0,0
4946,24,2,190290,0,13,0,5,0,0,0,0,0,60,0,0
4947,49,2,164799,1,9,1,9,1,0,0,0,0,40,0,1
4948,60,3,21876,5,10,2,3,0,3,1,0,0,40,0,0
4949,44,2,160785,0,13,1,5,1,0,0,0,0,60,0,1
4950,63,6,272425,7,11,1,1,1,0,0,0,0,40,0,1
4951,40,2,168538,1,9,1,5,1,0,0,0,0,60,0,1
4952,45,6,204205,5,10,1,1,1,0,0,0,0,50,0,1
4953,49,2,142287,5,10,1,0,1,0,0,0,1902,50,0,1
4954,36,2,169926,1,9,2,5,0,0,1,0,0,40,0,0
4955,65,4,205024,1,9,1,4,1,0,0,0,0,8,0,0
4956,41,2,374764,0,13,6,1,4,0,0,0,0,20,0,0
4957,25,2,108779,3,14,4,4,3,0,1,0,0,40,0,0
4958,20,5,293136,5,10,0,11,3,0,1,0,0,35,0,0
4959,60,2,227332,7,11,6,0,0,0,0,0,0,40,0,0
4960,17,4,246308,2,7,0,3,3,0,1,0,0,20,7,0
4961,28,2,51331,6,12,1,1,2,0,1,0,0,16,0,1
4962,31,2,153078,6,12,0,6,3,4,0,0,0,50,0,0
4963,47,2,169180,3,14,0,3,0,0,1,0,0,35,0,0
4964,45,1,193451,5,10,1,7,1,0,0,0,0,45,0,0
4965,51,2,305147,0,13,0,3,0,0,0,0,0,40,0,0
4966,23,2,138892,1,9,0,9,3,1,0,0,0,40,0,0
4967,44,1,402397,3,14,1,1,2,0,1,0,1902,60,0,1
4968,34,2,223267,1,9,0,1,5,0,0,0,0,50,0,0
4969,19,2,29250,5,10,0,3,3,0,0,0,0,10,0,0
4970,51,5,203953,1,9,1,11,1,0,0,0,0,40,0,1
4971,46,0,29696,1,9,1,7,1,0,0,0,0,40,0,0
4972,30,2,315640,9,16,1,3,1,2,0,0,1977,40,28,1
4973,37,2,632613,12,6,1,8,1,0,0,0,0,35,5,0
4974,56,2,282023,10,15,1,3,1,0,0,0,0,45,0,1
4975,29,2,77760,1,9,1,0,1,0,0,0,0,45,0,0
4976,46,1,148599,3,14,1,6,1,0,0,0,0,50,0,1
4977,55,2,414994,1,9,1,6,1,0,0,0,0,40,0,0
4978,45,2,339863,0,13,2,5,0,0,0,8614,0,48,0,1
4979,34,2,499249,1,9,3,2,0,0,0,0,0,40,27,0
4980,45,5,144354,4,5,4,11,3,1,0,0,0,40,0,0
4981,41,2,252058,0,13,0,0,0,0,0,0,0,40,0,0
4982,22,5,99543,5,10,0,11,3,0,0,0,0,20,0,0
4983,34,2,117963,10,15,1,3,1,0,0,0,0,50,0,1
4984,27,2,194652,1,9,0,6,3,1,0,0,0,40,0,0
4985,29,2,299705,5,10,0,2,4,1,0,0,0,37,0,0
4986,19,3,27433,15,8,0,4,3,0,1,0,0,30,0,0
4987,47,4,39986,0,13,1,3,1,0,0,0,0,40,0,0
4988,43,6,135342,5,10,1,1,1,0,0,0,0,50,0,1
4989,52,2,270142,7,11,4,1,4,1,1,0,0,60,0,0
4990,33,1,118267,6,12,2,5,0,0,0,0,0,60,0,0
4991,29,2,266043,4,5,1,7,1,0,0,0,0,40,0,0
4992,23,2,35633,1,9,1,2,1,0,0,0,0,40,0,0
4993,23,2,74568,5,10,0,1,0,0,0,0,0,40,0,0
4994,39,2,214816,0,13,1,1,1,0,0,0,0,60,0,0
4995,43,2,222971,11,3,0,9,4,0,1,0,0,40,5,0
4996,31,2,259425,1,9,1,6,1,0,0,0,0,40,0,1
4997,47,6,212120,1,9,1,6,1,0,0,0,0,40,0,1
4998,26,2,245880,1,9,0,0,0,0,0,0,0,60,0,0
4999,58,4,54947,5,10,0,3,0,0,1,0,0,55,0,0
5000,47,6,79627,10,15,2,3,0,0,0,27828,0,50,0,1
5001,55,2,151474,0,13,0,10,5,0,1,0,1590,38,0,0
5002,26,2,132661,1,9,1,1,2,0,1,5013,0,40,0,0
5003,28,2,161674,1,9,0,9,4,0,1,0,0,40,0,0
5004,36,2,62346,1,9,1,6,1,1,0,0,0,40,0,0
5005,40,2,227236,1,9,1,5,1,0,0,0,0,50,0,0
5006,19,2,283033,2,7,0,4,0,0,0,0,0,40,0,0
5007,63,1,298249,0,13,1,5,1,0,0,10605,0,40,0,1
5008,42,2,251229,0,13,1,7,1,0,0,0,0,40,0,0
5009,76,2,199949,4,5,1,12,1,0,0,0,0,13,0,0
5010,23,0,305498,7,11,0,10,0,0,1,0,0,40,0,0
5011,38,1,203836,11,3,0,7,0,0,0,0,0,40,0,0
5012,33,0,79440,3,14,0,3,0,2,0,0,0,30,29,0
5013,48,4,142719,3,14,1,3,1,0,0,0,0,40,0,1
5014,56,2,119859,5,10,2,7,0,0,0,0,0,40,0,1
5015,32,2,141410,1,9,1,9,1,1,0,0,0,40,0,0
5016,44,4,202872,5,10,2,3,4,0,1,0,0,25,0,0
5017,27,2,198813,1,9,2,0,3,1,1,0,0,40,0,0
5018,33,3,129707,5,10,0,1,0,0,0,0,0,50,0,0
5019,22,2,445758,11,3,0,2,0,0,0,0,0,40,5,0
5020,18,5,30246,5,10,0,11,3,0,1,0,0,20,0,0
5021,44,2,173981,1,9,1,6,1,0,0,0,0,40,0,0
5022,42,2,108506,1,9,1,7,1,3,0,0,0,60,0,0
5023,34,2,134886,5,10,0,0,0,0,1,0,0,40,0,0
5024,45,3,181970,1,9,1,0,1,0,0,0,1672,40,0,0
5025,57,6,282913,1,9,1,5,1,0,0,0,0,40,1,0
5026,59,4,196013,0,13,1,3,1,0,0,0,0,40,0,1
5027,33,3,348491,5,10,1,1,2,1,1,0,0,40,0,1
5028,52,2,416164,1,9,1,8,1,4,0,0,0,49,5,0
5029,17,2,121037,15,8,0,5,3,0,1,0,0,15,0,0
5030,29,2,103111,1,9,0,4,3,0,0,0,0,30,10,0
5031,63,1,147589,0,13,1,5,1,0,0,0,0,30,0,1
5032,20,2,24008,5,10,0,2,0,0,0,0,0,24,0,0
5033,42,6,123838,10,15,1,3,1,0,0,0,1977,50,0,1
5034,50,1,175456,1,9,1,8,1,0,0,0,0,50,0,0
5035,55,2,84774,1,9,1,14,2,0,1,0,0,30,0,0
5036,27,2,194590,6,12,1,0,2,1,1,0,0,25,0,0
5037,28,2,134566,0,13,1,1,1,0,0,0,0,45,0,0
5038,55,2,211678,7,11,1,9,1,0,0,0,0,45,0,0
5039,44,3,44822,5,10,1,6,1,0,0,0,0,40,0,0
5040,53,0,144586,5,10,0,12,0,0,1,0,0,40,0,0
5041,23,2,119156,1,9,1,6,1,0,0,0,0,40,0,0
5042,25,2,371987,1,9,2,0,0,0,1,0,0,40,0,0
5043,44,0,144125,0,13,2,3,0,0,1,0,0,40,0,0
5044,55,2,31905,3,14,1,1,1,0,0,0,1977,40,0,1
5045,48,1,121124,5,10,1,3,1,0,0,0,0,35,0,1
5046,46,2,58126,1,9,1,6,1,0,0,0,0,40,0,0
5047,26,2,318518,5,10,0,7,0,0,0,0,0,40,0,0
5048,30,2,296509,8,4,4,8,0,0,0,0,0,45,5,0
5049,32,2,473133,3,14,1,3,1,0,0,0,0,40,0,1
5050,52,2,155434,1,9,1,1,1,0,0,0,0,48,0,0
5051,52,2,99185,1,9,1,5,1,0,0,7298,0,50,0,1
5052,39,2,56648,1,9,4,5,0,0,1,0,0,47,0,0
5053,57,4,118481,0,13,1,3,1,0,0,0,1902,40,0,1
5054,21,2,321666,1,9,0,6,3,0,0,594,0,40,0,0
5055,22,0,119838,5,10,0,4,3,0,0,0,0,10,0,0
5056,26,2,330695,5,10,1,9,1,0,0,0,0,40,0,0
5057,26,0,58039,5,10,1,4,1,0,0,0,0,40,0,0
5058,44,2,313022,7,11,1,1,1,1,0,0,0,40,0,1
5059,42,2,178134,5,10,2,0,0,0,1,0,0,30,0,0
5060,40,2,165309,5,10,1,7,1,0,0,0,0,43,0,0
5061,22,2,216181,2,7,0,6,3,0,0,0,0,45,0,0
5062,62,2,178745,1,9,1,6,1,0,0,0,0,45,0,1
5063,44,2,111067,5,10,1,6,1,0,0,0,0,40,0,0
5064,18,5,163788,5,10,0,11,3,0,1,0,0,40,0,0
5065,33,1,295591,13,2,3,6,0,0,0,0,0,40,5,0
5066,45,2,123075,1,9,1,1,1,0,0,0,0,50,0,0
5067,18,2,78045,2,7,1,2,3,0,0,0,0,40,0,0
5068,32,4,255004,5,10,0,6,0,0,0,0,0,40,0,0
5069,33,2,254221,9,16,0,3,0,0,1,0,0,60,0,1
5070,20,2,174714,5,10,0,3,3,0,0,0,0,15,0,0
5071,68,1,450580,1,9,1,8,1,0,0,0,0,20,0,0
5072,61,2,128230,8,4,1,5,1,0,0,0,0,50,0,1
5073,48,2,192894,9,16,1,3,1,0,0,0,0,40,0,1
5074,45,2,325390,1,9,1,5,1,0,0,0,0,40,0,0
5075,36,1,20333,1,9,1,5,2,0,1,7688,0,40,0,1
5076,32,3,128714,1,9,0,4,3,1,1,0,0,32,0,0
5077,35,2,170797,0,13,2,4,0,0,1,0,0,40,0,0
5078,39,2,269186,1,9,1,6,1,0,0,0,0,40,0,0
5079,53,2,127671,8,4,1,9,1,0,0,0,0,40,0,0
5080,30,2,211840,5,10,4,5,4,1,1,0,0,16,0,0
5081,37,2,163392,1,9,0,7,5,2,0,0,0,40,4,0
5082,40,2,201495,0,13,2,12,0,0,0,0,0,45,0,0
5083,25,2,251854,5,10,0,0,0,1,1,0,0,40,2,0
5084,41,2,279297,1,9,0,5,0,1,1,0,0,60,0,0
5085,52,1,195462,1,9,1,8,1,0,0,0,0,98,0,1
5086,33,2,170769,1,9,1,6,1,0,0,0,0,40,0,0
5087,28,2,142443,1,9,0,6,3,0,0,0,0,40,0,0
5088,25,1,182809,1,9,1,6,1,0,0,7298,0,40,0,1
5089,53,2,121441,5,10,1,5,1,0,0,0,0,55,0,0
5090,44,2,275094,13,2,0,4,3,0,0,0,0,10,0,0
5091,35,2,170263,1,9,2,1,4,0,1,0,0,40,0,0
5092,38,2,172571,5,10,2,6,3,0,0,0,0,58,15,0
5093,34,2,178615,1,9,1,9,1,0,0,0,0,40,0,0
5094,33,2,279524,1,9,2,9,0,0,1,0,0,40,0,0
5095,24,0,165201,5,10,1,0,2,0,1,0,0,45,0,0
5096,65,4,323006,1,9,6,4,4,1,1,0,0,25,0,0
5097,29,2,235168,6,12,1,5,1,0,0,0,0,60,0,0
5098,39,6,114844,10,15,1,3,1,0,0,99999,0,65,0,1
5099,46,4,216414,5,10,1,12,1,0,0,0,0,40,0,1
5100,37,2,34378,8,4,1,8,1,0,0,2580,0,60,0,0
5101,47,0,80914,3,14,1,1,1,0,0,0,0,47,0,1
5102,62,2,73292,5,10,1,4,1,0,0,0,0,40,0,0
5103,54,1,212165,1,9,1,5,1,0,0,0,0,60,0,0
5104,90,2,52386,5,10,0,4,0,2,0,0,0,35,0,0
5105,33,2,205649,6,12,3,6,0,0,0,0,0,20,0,0
5106,57,2,109638,5,10,1,1,1,0,0,0,1672,45,0,0
5107,25,2,200408,6,12,0,6,3,0,0,0,0,40,0,0
5108,44,6,187720,5,10,1,5,1,0,0,0,0,50,0,1
5109,52,2,236180,0,13,3,4,0,0,0,0,0,50,0,0
5110,21,2,118693,5,10,0,9,3,0,0,0,0,40,0,0
5111,31,2,363130,1,9,0,4,4,1,0,0,0,18,0,0
5112,39,2,225544,3,14,1,7,1,0,0,0,0,40,15,0
5113,59,3,243612,1,9,6,9,4,0,1,0,0,40,0,0
5114,29,1,160786,1,9,1,1,1,0,0,0,0,55,0,0
5115,49,2,234320,8,4,0,3,5,1,0,0,0,45,0,0
5116,34,2,314646,4,5,1,6,1,0,0,0,0,40,0,0
5117,22,2,124971,0,13,0,5,0,0,0,0,0,40,0,0
5118,32,2,209184,0,13,1,5,1,4,0,0,0,40,7,0
5119,39,0,121838,1,9,2,4,4,1,1,0,0,40,0,0
5120,46,2,265275,3,14,1,3,1,0,0,0,0,60,0,0
5121,50,2,71417,1,9,1,6,1,0,0,3103,0,40,0,1
5122,34,2,45522,1,9,0,4,0,0,0,0,0,40,0,0
5123,28,4,250135,3,14,1,3,2,0,1,0,1902,55,0,0
5124,18,2,120283,15,8,0,5,3,0,1,0,0,24,0,0
5125,20,2,216972,1,9,0,5,0,0,0,0,0,30,0,0
5126,20,2,116791,1,9,0,9,5,0,1,0,0,40,0,0
5127,55,0,26290,7,11,6,1,0,3,1,0,0,38,0,0
5128,22,2,216134,5,10,0,5,3,1,1,0,0,40,0,0
5129,60,1,143932,3,14,1,1,1,0,0,0,0,40,0,0
5130,40,2,217120,12,6,2,6,0,0,0,0,0,50,0,0
5131,47,0,223944,5,10,1,0,2,0,1,0,0,30,0,0
5132,23,2,185452,0,13,0,1,0,0,1,0,0,35,10,0
5133,57,4,44273,1,9,6,7,0,0,1,0,0,40,0,0
5134,52,2,178983,2,7,1,4,1,0,0,0,0,40,0,0
5135,42,2,219288,8,4,6,6,4,0,0,0,0,40,0,0
5136,25,2,349190,6,12,0,2,3,0,0,0,0,20,0,0
5137,49,6,158685,1,9,1,0,2,0,1,0,2377,40,0,1
5138,41,3,57924,5,10,0,12,3,0,0,0,0,40,0,0
5139,40,0,270324,7,11,1,4,1,1,0,0,0,30,0,0
5140,38,2,33001,0,13,1,1,1,0,0,0,0,55,0,1
5141,58,2,204021,1,9,0,7,3,0,0,0,0,40,10,0
5142,26,2,192506,0,13,0,4,0,1,1,0,0,35,0,0
5143,57,2,372967,12,6,2,0,5,0,1,0,0,70,11,0
5144,28,2,273929,1,9,1,5,1,0,0,0,1628,60,0,0
5145,42,2,195821,1,9,4,5,4,0,1,0,0,40,0,0
5146,28,2,56179,5,10,0,1,0,0,0,2174,0,55,0,0
5147,17,5,127003,4,5,0,11,3,1,0,0,0,40,0,0
5148,39,1,124090,4,5,1,6,1,0,0,0,0,40,0,0
5149,28,2,199600,1,9,1,9,1,1,0,0,0,40,0,0
5150,42,2,255847,1,9,1,9,1,0,0,4386,0,48,0,1
5151,51,1,218311,5,10,2,5,4,0,1,0,0,50,0,0
5152,27,2,167336,5,10,0,0,0,0,1,0,0,39,0,0
5153,41,2,59938,1,9,2,0,4,0,1,0,0,43,0,0
5154,28,2,263728,0,13,1,6,1,0,0,0,0,40,0,0
5155,54,1,278230,5,10,2,8,4,0,1,10520,0,30,0,1
5156,73,5,180603,1,9,6,11,0,0,1,0,0,8,0,0
5157,49,2,43910,1,9,1,0,2,0,1,0,0,30,0,0
5158,47,2,190139,3,14,1,1,1,0,0,0,0,40,0,1
5159,27,2,109001,5,10,1,6,1,0,0,0,0,49,0,0
5160,42,4,159931,0,13,1,3,2,0,1,0,0,45,0,1
5161,32,2,194987,1,9,1,0,2,1,1,0,0,40,0,0
5162,32,4,87310,1,9,1,4,1,0,0,0,0,41,0,0
5163,27,2,133937,3,14,0,5,3,0,0,0,0,40,0,0
5164,29,2,207064,1,9,1,6,1,0,0,0,0,40,0,1
5165,22,2,36011,7,11,0,3,0,0,0,0,0,30,0,0
5166,41,3,168294,1,9,1,0,1,0,0,5178,0,40,0,1
5167,49,4,194895,5,10,1,2,1,0,0,7298,0,40,0,1
5168,58,1,49884,1,9,1,8,1,0,0,0,0,50,0,0
5169,41,1,27305,1,9,1,8,1,0,0,7688,0,40,0,1
5170,26,2,229977,4,5,1,6,1,0,0,0,0,35,0,0
5171,21,2,64520,1,9,0,5,0,0,0,0,0,55,0,0
5172,32,5,134886,1,9,1,11,2,0,1,0,0,2,0,1
5173,37,2,305379,0,13,1,1,1,0,0,0,0,50,0,1
5174,23,2,202284,0,13,0,5,3,0,0,0,0,20,0,0
5175,42,1,99185,5,10,1,1,1,0,0,0,0,40,0,1
5176,25,2,159662,1,9,1,5,3,0,0,0,0,26,0,1
